,estado,municipio,casosAcumulado,obitosAcumulado
755679,RS,Campina das Missões,1530,13
755839,RS,Campinas do Sul,1848,8
755999,RS,Campo Bom,21075,296
756159,RS,Campo Novo,1452,24
756319,RS,Campos Borges,1041,13
756479,RS,Candelária,6776,91
756639,RS,Cândido Godói,1485,6
756799,RS,Candiota,3422,18
756959,RS,Canela,12828,217
757119,RS,Canguçu,10999,137
757279,RS,Canoas,103039,1928
757439,RS,Canudos do Vale,263,6
757599,RS,Capão Bonito do Sul,757,6
757759,RS,Capão da Canoa,22394,265
757919,RS,Capão do Cipó,795,9
758079,RS,Capão do Leão,8007,105
758239,RS,Capivari do Sul,1901,10
758399,RS,Capela de Santana,2382,32
758559,RS,Capitão,891,3
758719,RS,Carazinho,22074,320
758879,RS,Caraá,1409,28
759039,RS,Carlos Barbosa,8939,64
759199,RS,Carlos Gomes,267,1
759359,RS,Casca,2328,23
759519,RS,Caseiros,656,17
759679,RS,Catuípe,2014,34
759839,RS,Caxias do Sul,172414,1714
759999,RS,Centenário,395,4
760159,RS,Cerrito,1014,15
760319,RS,Cerro Branco,763,7
760479,RS,Cerro Grande,439,7
760639,RS,Cerro Grande do Sul,1343,29
760799,RS,Cerro Largo,4708,29
760959,RS,Chapada,2611,38
761119,RS,Charqueadas,9964,129
761279,RS,Charrua,619,12
761439,RS,Chiapetta,1282,22
761599,RS,Chuí,1027,6
761759,RS,Chuvisca,967,7
761919,RS,Cidreira,5181,88
762079,RS,Ciríaco,1547,31
762239,RS,Colinas,914,4
762399,RS,Colorado,1593,15
762559,RS,Condor,2452,11
762719,RS,Constantina,2093,20
762879,RS,Coqueiro Baixo,441,3
763039,RS,Coqueiros do Sul,322,9
763199,RS,Coronel Barros,1306,9
763359,RS,Coronel Bicaco,1402,41
763519,RS,Coronel Pilar,377,7
763679,RS,Cotiporã,1631,6
763839,RS,Coxilha,692,13
763999,RS,Crissiumal,2995,26
764159,RS,Cristal,2561,26
764319,RS,Cristal do Sul,856,2
764479,RS,Cruz Alta,23454,279
764639,RS,Cruzaltense,325,7
764799,RS,Cruzeiro do Sul,2199,43
764959,RS,David Canabarro,1598,18
765119,RS,Derrubadas,1054,8
765279,RS,Dezesseis de Novembro,491,5
765439,RS,Dilermando de Aguiar,327,5
765599,RS,Dois Irmãos,8381,86
765759,RS,Dois Irmãos das Missões,647,5
765919,RS,Dois Lajeados,959,7
766079,RS,Dom Feliciano,2027,30
766239,RS,Dom Pedro de Alcântara,562,8
766399,RS,Dom Pedrito,10896,131
766559,RS,Dona Francisca,261,8
766719,RS,Doutor Maurício Cardoso,748,18
766879,RS,Doutor Ricardo,664,4
767039,RS,Eldorado do Sul,11838,158
767199,RS,Encantado,3940,64
767359,RS,Encruzilhada do Sul,5506,86
767519,RS,Engenho Velho,363,5
767679,RS,Entre-Ijuís,2554,33
767839,RS,Entre Rios do Sul,452,5
767999,RS,Erebango,689,4
768159,RS,Erechim,28332,240
768319,RS,Ernestina,411,11
768479,RS,Herval,1776,23
768639,RS,Erval Grande,642,8
768799,RS,Erval Seco,1306,9
768959,RS,Esmeralda,517,10
769119,RS,Esperança do Sul,422,17
769279,RS,Espumoso,4605,58
769439,RS,Estação,1962,21
769599,RS,Estância Velha,13285,163
769759,RS,Esteio,29203,425
769919,RS,Estrela,8937,84
770079,RS,Estrela Velha,940,9
770239,RS,Eugênio de Castro,826,9
770399,RS,Fagundes Varela,863,4
770559,RS,Farroupilha,20279,220
770719,RS,Faxinal do Soturno,1473,14
770879,RS,Faxinalzinho,448,6
771039,RS,Fazenda Vilanova,941,11
771199,RS,Feliz,4735,29
771359,RS,Flores da Cunha,9524,81
771519,RS,Floriano Peixoto,369,1
771679,RS,Fontoura Xavier,1812,37
771839,RS,Formigueiro,1127,17
771999,RS,Forquetinha,467,9
772159,RS,Fortaleza dos Valos,1783,11
772319,RS,Frederico Westphalen,11061,93
772479,RS,Garibaldi,12233,91
772639,RS,Garruchos,174,7
772799,RS,Gaurama,1163,9
772959,RS,General Câmara,1607,27
773119,RS,Gentil,293,5
773279,RS,Getúlio Vargas,4676,50
773439,RS,Giruá,4376,56
773599,RS,Glorinha,2079,36
773759,RS,Gramado,16592,166
773919,RS,Gramado dos Loureiros,383,4
774079,RS,Gramado Xavier,811,4
774239,RS,Gravataí,41915,1117
774399,RS,Guabiju,437,2
774559,RS,Guaíba,18938,411
774719,RS,Guaporé,7792,80
774879,RS,Guarani das Missões,1764,19
775039,RS,Harmonia,1713,16
775199,RS,Herveiras,451,3
775359,RS,Horizontina,5554,50
775519,RS,Hulha Negra,1883,12
775679,RS,Humaitá,707,13
775839,RS,Ibarama,754,7
775999,RS,Ibiaçá,1400,14
776159,RS,Ibiraiaras,2133,42
776319,RS,Ibirapuitã,725,17
776479,RS,Ibirubá,9024,100
776639,RS,Igrejinha,8559,137
776799,RS,Ijuí,32103,313
776959,RS,Ilópolis,636,5
777119,RS,Imbé,8842,150
777279,RS,Imigrante,457,9
777439,RS,Independência,1603,13
777599,RS,Inhacorá,147,5
777759,RS,Ipê,2278,17
777919,RS,Ipiranga do Sul,502,2
778079,RS,Iraí,1190,17
778239,RS,Itaara,1085,18
778399,RS,Itacurubi,116,9
778559,RS,Itapuca,354,3
778719,RS,Itaqui,10751,73
778879,RS,Itati,636,12
779039,RS,Itatiba do Sul,618,4
779199,RS,Ivorá,126,1
779359,RS,Ivoti,7467,77
779519,RS,Jaboticaba,1114,12
779679,RS,Jacuizinho,459,3
779839,RS,Jacutinga,844,4
779999,RS,Jaguarão,8436,66
780159,RS,Jaguari,3290,39
780319,RS,Jaquirana,1101,10
780479,RS,Jari,275,5
780639,RS,Jóia,2200,25
780799,RS,Júlio de Castilhos,4902,57
780959,RS,Lagoa Bonita do Sul,248,1
781119,RS,Lagoão,921,15
781279,RS,Lagoa dos Três Cantos,621,5
781439,RS,Lagoa Vermelha,8213,122
781599,RS,Lajeado,26746,251
781759,RS,Lajeado do Bugre,531,17
781919,RS,Lavras do Sul,1620,20
782079,RS,Liberato Salzano,1249,11
782239,RS,Lindolfo Collor,1763,17
782399,RS,Linha Nova,491,4
782559,RS,Machadinho,1743,15
782719,RS,Maçambará,1582,6
782879,RS,Mampituba,701,3
783039,RS,Manoel Viana,1695,14
783199,RS,Maquiné,2231,26
783359,RS,Maratá,694,5
783519,RS,Marau,16221,129
783679,RS,Marcelino Ramos,1133,10
783839,RS,Mariana Pimentel,859,7
783999,RS,Mariano Moro,244,6
784159,RS,Marques de Souza,608,9
784319,RS,Mata,1268,14
784479,RS,Mato Castelhano,835,17
784639,RS,Mato Leitão,1659,9
784799,RS,Mato Queimado,348,4
784959,RS,Maximiliano de Almeida,1303,15
785119,RS,Minas do Leão,810,14
785279,RS,Miraguaí,1297,18
785439,RS,Montauri,464,9
785599,RS,Monte Alegre dos Campos,314,8
785759,RS,Monte Belo do Sul,694,9
785919,RS,Montenegro,20473,197
786079,RS,Mormaço,1185,7
786239,RS,Morrinhos do Sul,1026,8
786399,RS,Morro Redondo,2554,25
786559,RS,Morro Reuter,1674,18
786719,RS,Mostardas,1973,36
786879,RS,Muçum,1454,17
787039,RS,Muitos Capões,387,6
787199,RS,Muliterno,444,2
787359,RS,Não-Me-Toque,7670,72
787519,RS,Nicolau Vergueiro,150,9
787679,RS,Nonoai,3900,54
787839,RS,Nova Alvorada,995,8
787999,RS,Nova Araçá,1895,11
788159,RS,Nova Bassano,3253,17
788319,RS,Nova Boa Vista,864,3
788479,RS,Nova Bréscia,1073,19
788639,RS,Nova Candelária,980,5
788799,RS,Nova Esperança do Sul,2346,13
788959,RS,Nova Hartz,5466,81
789119,RS,Nova Pádua,755,12
789279,RS,Nova Palma,1772,16
789439,RS,Nova Petrópolis,10070,102
789599,RS,Nova Prata,6855,64
789759,RS,Nova Ramada,878,4
789919,RS,Nova Roma do Sul,686,7
790079,RS,Nova Santa Rita,7857,115
790239,RS,Novo Cabrais,1092,8
790399,RS,Novo Hamburgo,57359,1131
790559,RS,Novo Machado,462,7
790719,RS,Novo Tiradentes,573,0
790879,RS,Novo Xingu,584,5
791039,RS,Novo Barreiro,1474,26
791199,RS,Osório,21231,206
791359,RS,Paim Filho,793,2
791519,RS,Palmares do Sul,3593,41
791679,RS,Palmeira das Missões,10017,118
791839,RS,Palmitinho,1913,15
791999,RS,Panambi,14738,142
792159,RS,Pantano Grande,2782,31
792319,RS,Paraí,2267,26
792479,RS,Paraíso do Sul,1338,17
792639,RS,Pareci Novo,1506,7
792799,RS,Parobé,15865,261
792959,RS,Passa Sete,798,7
793119,RS,Passo do Sobrado,1517,20
793279,RS,Passo Fundo,74460,829
793439,RS,Paulo Bento,578,2
793599,RS,Paverama,1234,23
793759,RS,Pedras Altas,524,4
793919,RS,Pedro Osório,2011,34
794079,RS,Pejuçara,1922,13
794239,RS,Pelotas,114363,1545
794399,RS,Picada Café,1103,14
794559,RS,Pinhal,993,6
794719,RS,Pinhal da Serra,716,8
794879,RS,Pinhal Grande,848,7
795039,RS,Pinheirinho do Vale,921,10
795199,RS,Pinheiro Machado,4856,38
795359,RS,Pinto Bandeira,690,6
795519,RS,Pirapó,315,19
795679,RS,Piratini,2943,43
795839,RS,Planalto,2277,28
795999,RS,Poço das Antas,522,3
796159,RS,Pontão,427,12
796319,RS,Ponte Preta,216,3
796479,RS,Portão,7896,146
796639,RS,Porto Alegre,336202,6664
796799,RS,Porto Lucena,964,11
796959,RS,Porto Mauá,427,8
797119,RS,Porto Vera Cruz,328,6
797279,RS,Porto Xavier,3283,61
797439,RS,Pouso Novo,430,4
797599,RS,Presidente Lucena,828,4
797759,RS,Progresso,1188,17
797919,RS,Protásio Alves,166,8
798079,RS,Putinga,1062,21
798239,RS,Quaraí,4944,70
798399,RS,Quatro Irmãos,187,3
798559,RS,Quevedos,654,2
798719,RS,Quinze de Novembro,1512,13
798879,RS,Redentora,2092,34
799039,RS,Relvado,540,4
799199,RS,Restinga Sêca,4780,46
799359,RS,Rio dos Índios,785,12
799519,RS,Rio Grande,59169,720
799679,RS,Rio Pardo,8917,118
799839,RS,Riozinho,807,14
799999,RS,Roca Sales,1530,30
800159,RS,Rodeio Bonito,2696,11
800319,RS,Rolador,682,4
800479,RS,Rolante,7185,73
800639,RS,Ronda Alta,2801,30
800799,RS,Rondinha,1846,21
800959,RS,Roque Gonzales,1374,12
801119,RS,Rosário do Sul,9549,166
801279,RS,Sagrada Família,815,10
801439,RS,Saldanha Marinho,892,15
801599,RS,Salto do Jacuí,2687,30
801759,RS,Salvador das Missões,835,10
801919,RS,Salvador do Sul,1810,7
802079,RS,Sananduva,6018,41
802239,RS,Santa Bárbara do Sul,3045,50
802399,RS,Santa Cecília do Sul,801,4
802559,RS,Santa Clara do Sul,693,14
802719,RS,Santa Cruz do Sul,49282,416
802879,RS,Santa Maria,82564,1019
803039,RS,Santa Maria do Herval,1229,17
803199,RS,Santa Margarida do Sul,290,7
803359,RS,Santana da Boa Vista,996,15
803519,RS,Sant'Ana do Livramento,21951,239
803679,RS,Santa Rosa,27311,240
803839,RS,Santa Tereza,432,6
803999,RS,Santa Vitória do Palmar,7843,61
804159,RS,Santiago,15958,192
804319,RS,Santo Ângelo,21087,339
804479,RS,Santo Antônio do Palma,341,5
804639,RS,Santo Antônio da Patrulha,10849,177
804799,RS,Santo Antônio das Missões,1334,46
804959,RS,Santo Antônio do Planalto,288,6
805119,RS,Santo Augusto,3200,44
805279,RS,Santo Cristo,3262,33
805439,RS,Santo Expedito do Sul,633,8
805599,RS,São Borja,19211,292
805759,RS,São Domingos do Sul,980,11
805919,RS,São Francisco de Assis,3317,49
806079,RS,São Francisco de Paula,2937,56
806239,RS,São Gabriel,20594,359
806399,RS,São Jerônimo,2785,88
806559,RS,São João da Urtiga,1651,6
806719,RS,São João do Polêsine,838,8
806879,RS,São Jorge,601,12
807039,RS,São José das Missões,509,3
807199,RS,São José do Herval,273,3
807359,RS,São José do Hortêncio,1265,13
807519,RS,São José do Inhacorá,931,2
807679,RS,São José do Norte,3166,57
807839,RS,São José do Ouro,1707,21
807999,RS,São José do Sul,637,6
808159,RS,São José dos Ausentes,767,14
808319,RS,São Leopoldo,50096,905
808479,RS,São Lourenço do Sul,10116,111
808639,RS,São Luiz Gonzaga,9436,122
808799,RS,São Marcos,7849,78
808959,RS,São Martinho,1427,12
809119,RS,São Martinho da Serra,214,8
809279,RS,São Miguel das Missões,1710,18
809439,RS,São Nicolau,257,16
809599,RS,São Paulo das Missões,1230,17
809759,RS,São Pedro da Serra,865,3
809919,RS,São Pedro das Missões,763,12
810079,RS,São Pedro do Butiá,893,6
810239,RS,São Pedro do Sul,3100,43
810399,RS,São Sebastião do Caí,7586,69
810559,RS,São Sepé,5377,81
810719,RS,São Valentim,410,5
810879,RS,São Valentim do Sul,740,4
811039,RS,São Valério do Sul,346,5
811199,RS,São Vendelino,701,6
811359,RS,São Vicente do Sul,1354,23
811519,RS,Sapiranga,23782,370
811679,RS,Sapucaia do Sul,35437,647
811839,RS,Sarandi,9506,76
811999,RS,Seberi,3842,48
812159,RS,Sede Nova,624,7
812319,RS,Segredo,1295,8
812479,RS,Selbach,1571,32
812639,RS,Senador Salgado Filho,737,4
812799,RS,Sentinela do Sul,867,25
812959,RS,Serafina Corrêa,4766,39
813119,RS,Sério,316,7
813279,RS,Sertão,1608,19
813439,RS,Sertão Santana,1363,13
813599,RS,Sete de Setembro,172,5
813759,RS,Severiano de Almeida,987,6
813919,RS,Silveira Martins,684,13
814079,RS,Sinimbu,1598,25
814239,RS,Sobradinho,3875,34
814399,RS,Soledade,10910,110
814559,RS,Tabaí,821,8
814719,RS,Tapejara,8830,61
814879,RS,Tapera,3613,50
815039,RS,Tapes,3346,66
815199,RS,Taquara,11818,206
815359,RS,Taquari,4870,87
815519,RS,Taquaruçu do Sul,825,8
815679,RS,Tavares,1047,16
815839,RS,Tenente Portela,3655,39
815999,RS,Terra de Areia,2248,58
816159,RS,Teutônia,9028,106
816319,RS,Tio Hugo,891,12
816479,RS,Tiradentes do Sul,549,8
816639,RS,Toropi,675,13
816799,RS,Torres,14788,127
816959,RS,Tramandaí,17674,264
817119,RS,Travesseiro,531,10
817279,RS,Três Arroios,462,3
817439,RS,Três Cachoeiras,2972,30
817599,RS,Três Coroas,5801,81
817759,RS,Três de Maio,6788,50
817919,RS,Três Forquilhas,891,7
818079,RS,Três Palmeiras,1138,18
818239,RS,Três Passos,4714,69
818399,RS,Trindade do Sul,1534,19
818559,RS,Triunfo,5545,107
818719,RS,Tucunduva,1514,22
818879,RS,Tunas,509,15
819039,RS,Tupanci do Sul,435,3
819199,RS,Tupanciretã,7250,59
819359,RS,Tupandi,1702,17
819519,RS,Tuparendi,2413,22
819679,RS,Turuçu,557,10
819839,RS,Ubiretama,505,3
819999,RS,União da Serra,138,2
820159,RS,Unistalda,320,7
820319,RS,Uruguaiana,30743,512
820479,RS,Vacaria,16119,240
820639,RS,Vale Verde,569,9
820799,RS,Vale do Sol,1460,22
820959,RS,Vale Real,1749,16
821119,RS,Vanini,579,4
821279,RS,Venâncio Aires,19936,157
821439,RS,Vera Cruz,7147,55
821599,RS,Veranópolis,9123,82
821759,RS,Vespasiano Corrêa,573,10
821919,RS,Viadutos,906,12
822079,RS,Viamão,40328,870
822239,RS,Vicente Dutra,625,7
822399,RS,Victor Graeff,818,7
822559,RS,Vila Flores,1434,15
822719,RS,Vila Lângaro,622,2
822879,RS,Vila Maria,1155,13
823039,RS,Vila Nova do Sul,750,10
823199,RS,Vista Alegre,678,10
823359,RS,Vista Alegre do Prata,368,7
823519,RS,Vista Gaúcha,537,17
823679,RS,Vitória das Missões,581,12
823839,RS,Westfália,473,10
823999,RS,Xangri-lá,6656,58
824159,MS,Água Clara,5580,72
824319,MS,Alcinópolis,1036,15
824479,MS,Amambai,6459,102
824639,MS,Anastácio,3724,95
824799,MS,Anaurilândia,1462,19
824959,MS,Angélica,2422,25
825119,MS,Antônio João,1370,21
825279,MS,Aparecida do Taboado,7012,76
825439,MS,Aquidauana,8430,181
825599,MS,Aral Moreira,586,21
825759,MS,Bandeirantes,831,12
825919,MS,Bataguassu,4611,55
826079,MS,Batayporã,1929,34
826239,MS,Bela Vista,3019,47
826399,MS,Bodoquena,982,25
826559,MS,Bonito,5859,83
826719,MS,Brasilândia,2457,28
826879,MS,Caarapó,7070,67
827039,MS,Camapuã,2142,39
827199,MS,Campo Grande,216178,4696
827359,MS,Caracol,992,15
827519,MS,Cassilândia,5895,113
827679,MS,Chapadão do Sul,9173,82
827839,MS,Corguinho,534,13
827999,MS,Coronel Sapucaia,1607,45
828159,MS,Corumbá,22743,524
828319,MS,Costa Rica,7449,86
828479,MS,Coxim,8152,131
828639,MS,Deodápolis,3834,47
828799,MS,Dois Irmãos do Buriti,1862,33
828959,MS,Douradina,1487,15
829119,MS,Dourados,56038,771
829279,MS,Eldorado,2057,56
829439,MS,Fátima do Sul,5170,81
829599,MS,Figueirão,553,7
829759,MS,Glória de Dourados,2365,31
829919,MS,Guia Lopes da Laguna,1792,41
830079,MS,Iguatemi,1506,17
830239,MS,Inocência,2093,13
830399,MS,Itaporã,3871,55
830559,MS,Itaquiraí,3397,54
830719,MS,Ivinhema,8506,80
830879,MS,Japorã,228,10
831039,MS,Jaraguari,652,11
831199,MS,Jardim,4891,93
831359,MS,Jateí,555,8
831519,MS,Juti,1050,14
831679,MS,Ladário,4264,74
831839,MS,Laguna Carapã,1328,13
831999,MS,Maracaju,12565,123
832159,MS,Miranda,4568,105
832319,MS,Mundo Novo,5044,47
832479,MS,Naviraí,13414,279
832639,MS,Nioaque,2119,27
832799,MS,Nova Alvorada do Sul,4344,49
832959,MS,Nova Andradina,8438,123
833119,MS,Novo Horizonte do Sul,816,13
833279,MS,Paraíso das Águas,1294,17
833439,MS,Paranaíba,8893,181
833599,MS,Paranhos,1233,23
833759,MS,Pedro Gomes,1408,21
833919,MS,Ponta Porã,16210,400
834079,MS,Porto Murtinho,2352,41
834239,MS,Ribas do Rio Pardo,5684,73
834399,MS,Rio Brilhante,7603,96
834559,MS,Rio Negro,1045,11
834719,MS,Rio Verde de Mato Grosso,3853,84
834879,MS,Rochedo,859,13
835039,MS,Santa Rita do Pardo,1928,15
835199,MS,São Gabriel do Oeste,6080,98
835359,MS,Sete Quedas,1683,26
835519,MS,Selvíria,979,21
835679,MS,Sidrolândia,9714,178
835839,MS,Sonora,3197,42
835999,MS,Tacuru,1607,18
836159,MS,Taquarussu,588,8
836319,MS,Terenos,3314,84
836479,MS,Três Lagoas,33465,563
836639,MS,Vicentina,1943,34
836959,MT,Acorizal,1705,24
837119,MT,Água Boa,6334,105
837279,MT,Alta Floresta,18586,193
837439,MT,Alto Araguaia,3670,36
837599,MT,Alto Boa Vista,1680,20
837759,MT,Alto Garças,1457,47
837919,MT,Alto Paraguai,1072,32
838079,MT,Alto Taquari,1751,31
838239,MT,Apiacás,3617,20
838399,MT,Araguaiana,700,8
838559,MT,Araguainha,89,2
838719,MT,Araputanga,5011,59
838879,MT,Arenápolis,3364,44
839039,MT,Aripuanã,6525,59
839199,MT,Barão de Melgaço,1291,19
839359,MT,Barra do Bugres,8835,106
839519,MT,Barra do Garças,18340,411
839679,MT,Bom Jesus do Araguaia,1142,17
839839,MT,Brasnorte,3890,45
839999,MT,Cáceres,22376,494
840159,MT,Campinápolis,3276,54
840319,MT,Campo Novo do Parecis,12511,106
840479,MT,Campo Verde,10290,156
840639,MT,Campos de Júlio,1769,15
840799,MT,Canabrava do Norte,1100,15
840959,MT,Canarana,7270,86
841119,MT,Carlinda,3860,37
841279,MT,Castanheira,1910,31
841439,MT,Chapada dos Guimarães,2624,102
841599,MT,Cláudia,3757,49
841759,MT,Cocalinho,2030,18
841919,MT,Colíder,12870,169
842079,MT,Colniza,5658,96
842239,MT,Comodoro,3911,46
842399,MT,Confresa,6428,121
842559,MT,Conquista D'Oeste,1239,19
842719,MT,Cotriguaçu,2094,40
842879,MT,Cuiabá,154133,3746
843039,MT,Curvelândia,1248,19
843199,MT,Denise,1349,21
843359,MT,Diamantino,6075,74
843519,MT,Dom Aquino,1557,32
843679,MT,Feliz Natal,4047,36
843839,MT,Figueirópolis D'Oeste,878,9
843999,MT,Gaúcha do Norte,2417,31
844159,MT,General Carneiro,1246,25
844319,MT,Glória D'Oeste,800,16
844479,MT,Guarantã do Norte,8931,147
844639,MT,Guiratinga,2737,44
844799,MT,Indiavaí,891,14
844959,MT,Ipiranga do Norte,2542,22
845119,MT,Itanhangá,2828,17
845279,MT,Itaúba,1773,33
845439,MT,Itiquira,2002,19
845599,MT,Jaciara,5040,125
845759,MT,Jangada,962,28
845919,MT,Jauru,1698,39
846079,MT,Juara,7614,107
846239,MT,Juína,6841,161
846399,MT,Juruena,2750,41
846559,MT,Juscimeira,2562,52
846719,MT,Lambari D'Oeste,1232,17
846879,MT,Lucas do Rio Verde,29184,225
847039,MT,Luciara,662,7
847199,MT,Vila Bela da Santíssima Trindade,4208,60
847359,MT,Marcelândia,2423,49
847519,MT,Matupá,5682,63
847679,MT,Mirassol d'Oeste,9105,159
847839,MT,Nobres,4076,79
847999,MT,Nortelândia,1665,29
848159,MT,Nossa Senhora do Livramento,2033,46
848319,MT,Nova Bandeirantes,1887,30
848479,MT,Nova Nazaré,500,9
848639,MT,Nova Lacerda,2261,16
848799,MT,Nova Santa Helena,684,17
848959,MT,Nova Brasilândia,799,10
849119,MT,Nova Canaã do Norte,4455,41
849279,MT,Nova Mutum,16340,159
849439,MT,Nova Olímpia,1804,80
849599,MT,Nova Ubiratã,2633,30
849759,MT,Nova Xavantina,6479,83
849919,MT,Novo Mundo,2150,26
850079,MT,Novo Horizonte do Norte,1467,9
850239,MT,Novo São Joaquim,1463,24
850399,MT,Paranaíta,5579,39
850559,MT,Paranatinga,5720,91
850719,MT,Novo Santo Antônio,944,6
850879,MT,Pedra Preta,3655,72
851039,MT,Peixoto de Azevedo,6331,147
851199,MT,Planalto da Serra,1110,11
851359,MT,Poconé,6711,102
851519,MT,Pontal do Araguaia,1759,29
851679,MT,Ponte Branca,402,6
851839,MT,Pontes e Lacerda,14187,259
851999,MT,Porto Alegre do Norte,1931,27
852159,MT,Porto dos Gaúchos,2433,13
852319,MT,Porto Esperidião,2441,65
852479,MT,Porto Estrela,1059,15
852639,MT,Poxoréu,4283,64
852799,MT,Primavera do Leste,26890,356
852959,MT,Querência,5338,77
853119,MT,São José dos Quatro Marcos,5697,123
853279,MT,Reserva do Cabaçal,749,8
853439,MT,Ribeirão Cascalheira,2708,40
853599,MT,Ribeirãozinho,499,12
853759,MT,Rio Branco,1695,22
853919,MT,Santa Carmem,1740,15
854079,MT,Santo Afonso,672,14
854239,MT,São José do Povo,226,8
854399,MT,São José do Rio Claro,2972,48
854559,MT,São José do Xingu,1385,22
854719,MT,São Pedro da Cipa,1333,28
854879,MT,Rondolândia,706,5
855039,MT,Rondonópolis,44586,1004
855199,MT,Rosário Oeste,3862,66
855359,MT,Santa Cruz do Xingu,771,7
855519,MT,Salto do Céu,290,10
855679,MT,Santa Rita do Trivelato,522,4
855839,MT,Santa Terezinha,1274,16
855999,MT,Santo Antônio do Leste,537,8
856159,MT,Santo Antônio do Leverger,2445,69
856319,MT,São Félix do Araguaia,3098,44
856479,MT,Sapezal,7868,66
856639,MT,Serra Nova Dourada,724,7
856799,MT,Sinop,41051,513
856959,MT,Sorriso,27012,253
857119,MT,Tabaporã,1796,28
857279,MT,Tangará da Serra,30084,402
857439,MT,Tapurah,4777,37
857599,MT,Terra Nova do Norte,3106,45
857759,MT,Tesouro,793,16
857919,MT,Torixoréu,1257,24
858079,MT,União do Sul,1443,16
858239,MT,Vale de São Domingos,698,11
858399,MT,Várzea Grande,60934,1534
858559,MT,Vera,2255,37
858719,MT,Vila Rica,4761,55
858879,MT,Nova Guarita,1919,19
859039,MT,Nova Marilândia,963,8
859199,MT,Nova Maringá,1706,11
859359,MT,Nova Monte Verde,3222,24
859679,GO,Abadia de Goiás,4129,51
859839,GO,Abadiânia,2242,55
859999,GO,Acreúna,6755,85
860159,GO,Adelândia,703,6
860319,GO,Água Fria de Goiás,1250,10
860479,GO,Água Limpa,450,4
860639,GO,Águas Lindas de Goiás,16119,403
860799,GO,Alexânia,8287,119
860959,GO,Aloândia,692,12
861119,GO,Alto Horizonte,3240,18
861279,GO,Alto Paraíso de Goiás,1861,10
861439,GO,Alvorada do Norte,1688,22
861599,GO,Amaralina,449,2
861759,GO,Americano do Brasil,2668,28
861919,GO,Amorinópolis,1079,14
862079,GO,Anápolis,99927,2031
862239,GO,Anhanguera,282,7
862399,GO,Anicuns,9620,87
862559,GO,Aparecida de Goiânia,182674,2056
862719,GO,Aparecida do Rio Doce,943,5
862879,GO,Aporé,1007,11
863039,GO,Araçu,2037,23
863199,GO,Aragarças,5416,86
863359,GO,Aragoiânia,3679,36
863519,GO,Araguapaz,1293,33
863679,GO,Arenópolis,872,11
863839,GO,Aruanã,2338,25
863999,GO,Aurilândia,1544,17
864159,GO,Avelinópolis,474,18
864319,GO,Baliza,907,14
864479,GO,Barro Alto,3515,24
864639,GO,Bela Vista de Goiás,6694,114
864799,GO,Bom Jardim de Goiás,2848,32
864959,GO,Bom Jesus de Goiás,6467,127
865119,GO,Bonfinópolis,731,39
865279,GO,Bonópolis,1003,6
865439,GO,Brazabrantes,946,8
865599,GO,Britânia,1609,11
865759,GO,Buriti Alegre,1987,41
865919,GO,Buriti de Goiás,864,9
866079,GO,Buritinópolis,714,4
866239,GO,Cabeceiras,1447,20
866399,GO,Cachoeira Alta,4183,36
866559,GO,Cachoeira de Goiás,631,7
866719,GO,Cachoeira Dourada,2536,33
866879,GO,Caçu,5373,45
867039,GO,Caiapônia,4588,47
867199,GO,Caldas Novas,24739,364
867359,GO,Caldazinha,1473,12
867519,GO,Campestre de Goiás,1448,17
867679,GO,Campinaçu,421,10
867839,GO,Campinorte,3362,46
867999,GO,Campo Alegre de Goiás,806,27
868159,GO,Campo Limpo de Goiás,1207,25
868319,GO,Campos Belos,6240,39
868479,GO,Campos Verdes,1406,19
868639,GO,Carmo do Rio Verde,1646,38
868799,GO,Castelândia,720,16
868959,GO,Catalão,28552,470
869119,GO,Caturaí,1716,24
869279,GO,Cavalcante,1336,7
869439,GO,Ceres,8257,126
869599,GO,Cezarina,1751,48
869759,GO,Chapadão do Céu,4414,27
869919,GO,Cidade Ocidental,10517,198
870079,GO,Cocalzinho de Goiás,6495,49
870239,GO,Colinas do Sul,917,6
870399,GO,Córrego do Ouro,1152,8
870559,GO,Corumbá de Goiás,1936,42
870719,GO,Corumbaíba,2452,40
870879,GO,Cristalina,9357,132
871039,GO,Cristianópolis,431,7
871199,GO,Crixás,4931,69
871359,GO,Cromínia,1479,9
871519,GO,Cumari,890,12
871679,GO,Damianópolis,682,9
871839,GO,Damolândia,865,16
871999,GO,Davinópolis,341,9
872159,GO,Diorama,654,6
872319,GO,Doverlândia,1737,22
872479,GO,Edealina,2130,12
872639,GO,Edéia,5045,42
872799,GO,Estrela do Norte,558,5
872959,GO,Faina,2120,17
873119,GO,Fazenda Nova,2047,18
873279,GO,Firminópolis,3803,41
873439,GO,Flores de Goiás,1136,7
873599,GO,Formosa,18521,339
873759,GO,Formoso,738,20
873919,GO,Gameleira de Goiás,1513,14
874079,GO,Divinópolis de Goiás,889,12
874239,GO,Goianápolis,3479,53
874399,GO,Goiandira,920,19
874559,GO,Goianésia,24449,321
874719,GO,Goiânia,468354,8062
874879,GO,Goianira,8794,158
875039,GO,Goiás,11280,101
875199,GO,Goiatuba,13970,189
875359,GO,Gouvelândia,1690,15
875519,GO,Guapó,4423,65
875679,GO,Guaraíta,873,14
875839,GO,Guarani de Goiás,923,3
875999,GO,Guarinos,769,9
